date,price,address,street,locality,settlement,postcode,postcode_district,category,property_type,new_build,tenure,district,settlement_zone,in_search_geography,residential_comparable,exclusion_reason,txn_id,url
2024-05-08,710000,"38, WEST END, BURGH LE MARSH, SKEGNESS, PE24 5EF",WEST END,BURGH LE MARSH,BURGH LE MARSH,PE24 5EF,PE24,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,237B17FE-DAFD-22AC-E063-4804A8C0EA3A,http://landregistry.data.gov.uk/data/ppi/transaction/237B17FE-DAFD-22AC-E063-4804A8C0EA3A/current
2024-07-12,710000,"101, STATION ROAD, BURGH LE MARSH, SKEGNESS, PE24 5EW",STATION ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5EW,PE24,A,Detached,no,freehold,EAST LINDSEY,town,no,yes,,2859C1AC-1BE2-52B4-E063-4804A8C05948,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AC-1BE2-52B4-E063-4804A8C05948/current
2025-03-07,7373349,"SYCAMORE FISHING LAKES, SKEGNESS ROAD, BURGH LE MARSH, SKEGNESS, PE24 5LN",SKEGNESS ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5LN,PE24,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,50D10B84-C16E-B8D0-E063-4704A8C08D98,http://landregistry.data.gov.uk/data/ppi/transaction/50D10B84-C16E-B8D0-E063-4704A8C08D98/current
2025-03-07,7373349,"THE SYCAMORES, SKEGNESS ROAD, BURGH LE MARSH, SKEGNESS, PE24 5LN",SKEGNESS ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5LN,PE24,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,50D10B84-C198-B8D0-E063-4704A8C08D98,http://landregistry.data.gov.uk/data/ppi/transaction/50D10B84-C198-B8D0-E063-4704A8C08D98/current
2025-06-20,580000,"109, STATION ROAD, BURGH LE MARSH, SKEGNESS, PE24 5EW",STATION ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5EW,PE24,A,Detached,no,freehold,EAST LINDSEY,town,no,yes,,3DCCB7CA-1843-5B9D-E063-4704A8C0331E,http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-1843-5B9D-E063-4704A8C0331E/current
2026-04-02,915000,"WESTLEA, INGOLDMELLS ROAD, BURGH LE MARSH, SKEGNESS, PE24 5HE",INGOLDMELLS ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5HE,PE24,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,5340B1C6-21A8-8052-E063-4804A8C06EE4,http://landregistry.data.gov.uk/data/ppi/transaction/5340B1C6-21A8-8052-E063-4804A8C06EE4/current
2026-04-07,555000,"99, STATION ROAD, BURGH LE MARSH, SKEGNESS, PE24 5EW",STATION ROAD,BURGH LE MARSH,BURGH LE MARSH,PE24 5EW,PE24,A,Detached,no,freehold,EAST LINDSEY,town,no,yes,,5340B1C5-8A11-8052-E063-4804A8C06EE4,http://landregistry.data.gov.uk/data/ppi/transaction/5340B1C5-8A11-8052-E063-4804A8C06EE4/current
2025-08-28,695000,"BURWELL MANOR, BURWELL, LOUTH, LN11 8PR",,BURWELL,BURWELL,LN11 8PR,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,49E87C32-1601-591C-E063-4704A8C00C31,http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-1601-591C-E063-4704A8C00C31/current
2023-03-17,685000,"BECK COTTAGE, SCREMBY ROAD, CANDLESBY, SPILSBY, PE23 5RU",SCREMBY ROAD,CANDLESBY,CANDLESBY,PE23 5RU,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,FFA361DB-82BC-8A03-E053-4804A8C01F61,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DB-82BC-8A03-E053-4804A8C01F61/current
2024-11-15,950000,"THE GRANGE, MAIN ROAD, CARRINGTON, BOSTON, PE22 7HZ",MAIN ROAD,CARRINGTON,CARRINGTON,PE22 7HZ,PE22,B,Other,no,freehold,EAST LINDSEY,fen_south_out,no,no,category_B_not_full_market_value; non_residential_type_O,402A3A66-C761-A7DF-E063-4804A8C0B80D,http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-C761-A7DF-E063-4804A8C0B80D/current
2021-01-06,700000,"CAWKWELL HOUSE, CAWKWELL, LOUTH, LN11 9SG",,CAWKWELL,CAWKWELL,LN11 9SG,LN11,B,Other,no,freehold,EAST LINDSEY,louth_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,BEF7EBBF-A538-7A76-E053-6B04A8C092F7,http://landregistry.data.gov.uk/data/ppi/transaction/BEF7EBBF-A538-7A76-E053-6B04A8C092F7/current
2014-03-13,630000,"3, BENVENUTE CHALET ESTATE, CHAPEL ST LEONARDS, SKEGNESS, PE24 5TY",BENVENUTE CHALET ESTATE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5TY,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB6-980F-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB6-980F-2439-E050-A8C06205342E/current
2017-08-24,650000,"CRASH BANG WALLOP, TRUNCH LANE, CHAPEL ST LEONARDS, SKEGNESS, PE24 5TU",TRUNCH LANE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5TU,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,5A9D8B56-17B1-68EB-E053-6B04A8C0D293,http://landregistry.data.gov.uk/data/ppi/transaction/5A9D8B56-17B1-68EB-E053-6B04A8C0D293/current
2018-05-17,1704000,"THE ANCHORAGE, ANCASTER AVENUE, CHAPEL ST LEONARDS, SKEGNESS, PE24 5SL",ANCASTER AVENUE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5SL,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,75050A86-1267-9A88-E053-6B04A8C02390,http://landregistry.data.gov.uk/data/ppi/transaction/75050A86-1267-9A88-E053-6B04A8C02390/current
2019-04-30,1580000,"LITTLE HAVEN CARAVAN PARK, LANDSEER AVENUE, CHAPEL ST LEONARDS, SKEGNESS, PE24 5QZ",LANDSEER AVENUE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5QZ,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,8A78B2B0-6301-5CB0-E053-6B04A8C0F504,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2B0-6301-5CB0-E053-6B04A8C0F504/current
2022-06-13,565000,"SEA BANK HOUSE, SEA BANK ROAD, CHAPEL ST LEONARDS, SKEGNESS, PE24 5QU",SEA BANK ROAD,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5QU,PE24,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,EC7AD099-DA44-9200-E053-6C04A8C0E306,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-DA44-9200-E053-6C04A8C0E306/current
2023-03-14,980000,"CHAPEL BOATING LAKE, TRUNCH LANE, CHAPEL ST LEONARDS, SKEGNESS",TRUNCH LANE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,,,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,09266DDC-625C-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDC-625C-AF90-E063-4704A8C02087/current
2025-07-21,1106225,"BENVENUTE CARAVAN PARK, TRUNCH LANE, CHAPEL ST LEONARDS, SKEGNESS, PE24 5TU",TRUNCH LANE,CHAPEL ST LEONARDS,CHAPEL ST LEONARDS,PE24 5TU,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,5340B1C6-21AC-8052-E063-4804A8C06EE4,http://landregistry.data.gov.uk/data/ppi/transaction/5340B1C6-21AC-8052-E063-4804A8C06EE4/current
2020-07-20,580000,"CLAXBY HOUSE, CLAXBY ST ANDREW, ALFORD, LN13 0HJ",,CLAXBY ST ANDREW,CLAXBY ST ANDREW,LN13 0HJ,LN13,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,AE4D86D4-2908-4619-E053-6C04A8C03CD0,http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D4-2908-4619-E053-6C04A8C03CD0/current
2015-12-23,1760000,"84, CURTIS DRIVE, CONINGSBY, LINCOLN, LN4 4DU",CURTIS DRIVE,CONINGSBY,CONINGSBY,LN4 4DU,LN4,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,79A74E22-9593-1289-E053-6B04A8C01627,http://landregistry.data.gov.uk/data/ppi/transaction/79A74E22-9593-1289-E053-6B04A8C01627/current
2016-12-01,1100000,"1, CHADWICK WAY, CONINGSBY, LINCOLN, LN4 4UQ",CHADWICK WAY,CONINGSBY,CONINGSBY,LN4 4UQ,LN4,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,64342BFF-5337-422C-E053-6C04A8C0FB8A,http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-5337-422C-E053-6C04A8C0FB8A/current
2021-12-16,736450,"23, LEE AVENUE, CONINGSBY, LINCOLN, LN4 4GY",LEE AVENUE,CONINGSBY,CONINGSBY,LN4 4GY,LN4,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,36A61A95-4F81-DEF2-E063-4704A8C046AE,http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4F81-DEF2-E063-4704A8C046AE/current
2022-05-26,729000,"LEAGATE INN, LEAGATE ROAD, CONINGSBY, LINCOLN, LN4 4RS",LEAGATE ROAD,CONINGSBY,CONINGSBY,LN4 4RS,LN4,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,EC7AD09A-A451-9200-E053-6C04A8C0E306,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD09A-A451-9200-E053-6C04A8C0E306/current
2018-01-08,575000,"MANOR HOUSE, COVENHAM ST BARTHOLOMEW, LOUTH, LN11 0PB",,COVENHAM ST BARTHOLOMEW,COVENHAM ST BARTHOLOMEW,LN11 0PB,LN11,B,Other,no,freehold,EAST LINDSEY,louth_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,64342BFF-52D7-422C-E053-6C04A8C0FB8A,http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-52D7-422C-E053-6C04A8C0FB8A/current
2021-01-06,610000,"OWL HOUSE, MAIN ROAD, COVENHAM ST BARTHOLOMEW, LOUTH, LN11 0PF",MAIN ROAD,COVENHAM ST BARTHOLOMEW,COVENHAM ST BARTHOLOMEW,LN11 0PF,LN11,B,Other,no,freehold,EAST LINDSEY,louth_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,C18F412B-AA5C-81A6-E053-6B04A8C0AD18,http://landregistry.data.gov.uk/data/ppi/transaction/C18F412B-AA5C-81A6-E053-6B04A8C0AD18/current
2021-06-30,560000,"THE ASH, MAIN ROAD, COVENHAM ST BARTHOLOMEW, LOUTH, LN11 0PF",MAIN ROAD,COVENHAM ST BARTHOLOMEW,COVENHAM ST BARTHOLOMEW,LN11 0PF,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,D22473F5-941E-7B40-E053-6C04A8C0A630,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-941E-7B40-E053-6C04A8C0A630/current
2022-05-31,575000,"LYNWOOD HOUSE, MAIN ROAD, COVENHAM ST BARTHOLOMEW, LOUTH, LN11 0PF",MAIN ROAD,COVENHAM ST BARTHOLOMEW,COVENHAM ST BARTHOLOMEW,LN11 0PF,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,09266DDB-DE39-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-DE39-AF90-E063-4704A8C02087/current
2021-12-03,620000,"SOUTHFIELD FARM, NEWBRIDGE LANE, COVENHAM ST MARY, LOUTH, LN11 0PQ",NEWBRIDGE LANE,COVENHAM ST MARY,COVENHAM ST MARY,LN11 0PQ,LN11,B,Other,no,freehold,EAST LINDSEY,louth_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,09266DDC-626C-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDC-626C-AF90-E063-4704A8C02087/current
2022-11-10,580000,"2, DICKENS BECK LANE, COVENHAM ST MARY, LOUTH, LN11 0PU",DICKENS BECK LANE,COVENHAM ST MARY,COVENHAM ST MARY,LN11 0PU,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,F3B6C198-5E01-6E40-E053-6C04A8C0B3B4,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-5E01-6E40-E053-6C04A8C0B3B4/current
2024-03-13,875000,"WINDERMERE HOUSE, NEWBRIDGE LANE, COVENHAM ST MARY, LOUTH, LN11 0PQ",NEWBRIDGE LANE,COVENHAM ST MARY,COVENHAM ST MARY,LN11 0PQ,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,1EAE3DF6-AE36-9EB1-E063-4704A8C09D02,http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-AE36-9EB1-E063-4704A8C09D02/current
2024-12-05,699999,"CHARTWELL HOUSE, COVENHAM ST MARY, LOUTH, LN11 0PG",,COVENHAM ST MARY,COVENHAM ST MARY,LN11 0PG,LN11,A,Detached,no,freehold,EAST LINDSEY,louth_wolds,yes,yes,,36A61A94-B588-DEF2-E063-4704A8C046AE,http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-B588-DEF2-E063-4704A8C046AE/current
2014-11-07,700000,"HAVENHOUSE FARM, CROFT MARSH LANE, CROFT, SKEGNESS, PE24 4AR",CROFT MARSH LANE,CROFT,CROFT,PE24 4AR,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB6-EF5D-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB6-EF5D-2439-E050-A8C06205342E/current
2022-04-14,575000,"HAVENHOUSE FARM, CROFT MARSH LANE, CROFT, SKEGNESS, PE24 4AR",CROFT MARSH LANE,CROFT,CROFT,PE24 4AR,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,E7B085FD-390D-7E31-E053-6C04A8C0E67F,http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FD-390D-7E31-E053-6C04A8C0E67F/current
2022-05-20,550000,"THE PADDOCKS, CROFT LANE, CROFT, SKEGNESS, PE24 4PA",CROFT LANE,CROFT,CROFT,PE24 4PA,PE24,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,FAC30767-3DED-5E20-E053-4704A8C004EE,http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-3DED-5E20-E053-4704A8C004EE/current
2023-03-07,740000,"GREEN LODGE, GIBRALTAR ROAD, CROFT, SKEGNESS, PE24 4SS",GIBRALTAR ROAD,CROFT,CROFT,PE24 4SS,PE24,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,FAC30767-3C15-5E20-E053-4704A8C004EE,http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-3C15-5E20-E053-4704A8C004EE/current
2023-07-06,600000,"STAINFIELD, GIBRALTAR ROAD, CROFT, SKEGNESS, PE25 3TJ",GIBRALTAR ROAD,CROFT,CROFT,PE25 3TJ,PE25,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,1C3E72FE-4FB5-F410-E063-4804A8C0DFA6,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-4FB5-F410-E063-4804A8C0DFA6/current
2024-10-29,825000,"CORNFIELD COTTAGE, CROFT, SKEGNESS, PE24 4AT",,CROFT,CROFT,PE24 4AT,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,42C129E5-884E-60A9-E063-4804A8C0C25D,http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-884E-60A9-E063-4804A8C0C25D/current
2025-05-02,1037999,"SUNSET BROOK CARAVAN PARK, CROFT LANE, CROFT, SKEGNESS, PE24 4PF",CROFT LANE,CROFT,CROFT,PE24 4PF,PE24,B,Other,no,freehold,EAST LINDSEY,coastal_out,no,no,category_B_not_full_market_value; non_residential_type_O,4E75C29E-24CB-8922-E063-4804A8C094D0,http://landregistry.data.gov.uk/data/ppi/transaction/4E75C29E-24CB-8922-E063-4804A8C094D0/current
2018-11-30,650000,"CROFT GRANGE, CROFT MARSH, SKEGNESS, PE24 4SP",,CROFT MARSH,CROFT MARSH,PE24 4SP,PE24,A,Detached,no,freehold,EAST LINDSEY,coastal_out,no,yes,,80E1AA98-427B-7BF8-E053-6C04A8C00BF2,http://landregistry.data.gov.uk/data/ppi/transaction/80E1AA98-427B-7BF8-E053-6C04A8C00BF2/current
2017-12-21,2968342,"DALBY HALL, DALBY, SPILSBY, PE23 4PN",,DALBY,DALBY,PE23 4PN,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,6B32222C-FB8E-01F1-E053-6C04A8C0D2C8,http://landregistry.data.gov.uk/data/ppi/transaction/6B32222C-FB8E-01F1-E053-6C04A8C0D2C8/current
2022-12-14,605000,"THE BEECHES, WELSDALE ROAD, DONINGTON ON BAIN, LOUTH, LN11 9QZ",WELSDALE ROAD,DONINGTON ON BAIN,DONINGTON ON BAIN,LN11 9QZ,LN11,B,Other,no,freehold,EAST LINDSEY,louth_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,1C3E72FF-07C2-F410-E063-4804A8C0DFA6,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FF-07C2-F410-E063-4804A8C0DFA6/current
2023-03-23,1225000,"BARKWITH HOUSE, TORRINGTON LANE, EAST BARKWITH, MARKET RASEN, LN8 5RY",TORRINGTON LANE,EAST BARKWITH,EAST BARKWITH,LN8 5RY,LN8,B,Other,no,freehold,EAST LINDSEY,wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,FD226036-920F-4CB7-E053-4804A8C00430,http://landregistry.data.gov.uk/data/ppi/transaction/FD226036-920F-4CB7-E053-4804A8C00430/current
2023-05-26,560000,"HAMBLETON HOUSE, WILLINGHAM ROAD, EAST BARKWITH, MARKET RASEN, LN8 5RP",WILLINGHAM ROAD,EAST BARKWITH,EAST BARKWITH,LN8 5RP,LN8,A,Detached,no,freehold,EAST LINDSEY,wolds_west,yes,yes,,045A1898-BC6A-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-BC6A-9A24-E063-4804A8C048EA/current
2010-12-16,550000,"BRAYFORD HOUSE, FEN LANE, EAST KEAL, SPILSBY, PE23 4AY",FEN LANE,EAST KEAL,EAST KEAL,PE23 4AY,PE23,A,Detached,no,freehold,EAST LINDSEY,spilsby_marsh,yes,yes,,2A289E9E-80D8-CDC8-E050-A8C063054829,http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9E-80D8-CDC8-E050-A8C063054829/current
2014-05-30,550000,"EAST KEAL MANOR, MAIN ROAD, EAST KEAL, SPILSBY, PE23 4AS",MAIN ROAD,EAST KEAL,EAST KEAL,PE23 4AS,PE23,A,Detached,no,freehold,EAST LINDSEY,spilsby_marsh,yes,yes,,6CC3574F-4B8A-4033-8D5F-9433FA822074,http://landregistry.data.gov.uk/data/ppi/transaction/6CC3574F-4B8A-4033-8D5F-9433FA822074/current
2015-09-03,1400000,"GLEBE FARM, EAST KEAL, SPILSBY, PE23 4HA",,EAST KEAL,EAST KEAL,PE23 4HA,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB7-A533-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-A533-2439-E050-A8C06205342E/current
2019-11-21,745000,"BRAYFORD HOUSE, FEN LANE, EAST KEAL, SPILSBY, PE23 4AY",FEN LANE,EAST KEAL,EAST KEAL,PE23 4AY,PE23,A,Detached,no,freehold,EAST LINDSEY,spilsby_marsh,yes,yes,,9B361206-67FD-1904-E053-6B04A8C0EEB5,http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-67FD-1904-E053-6B04A8C0EEB5/current
2025-01-27,900000,"BRAYFORD HOUSE, FEN LANE, EAST KEAL, SPILSBY, PE23 4AY",FEN LANE,EAST KEAL,EAST KEAL,PE23 4AY,PE23,A,Detached,no,freehold,EAST LINDSEY,spilsby_marsh,yes,yes,,38EDC0C3-0B44-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-0B44-0F63-E063-4704A8C00424/current
2020-12-10,109574380,"IVY HOUSE FARM, MAIN ROAD, EAST KIRKBY, SPILSBY, PE23 4BY",MAIN ROAD,EAST KIRKBY,EAST KIRKBY,PE23 4BY,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,D93B27B1-D6C7-3100-E053-6C04A8C08887,http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B1-D6C7-3100-E053-6C04A8C08887/current
2021-04-09,600000,"UNIT 1, LANCASTER BUSINESS PARK, MAIN ROAD, EAST KIRKBY, SPILSBY, PE23 4BH",MAIN ROAD,EAST KIRKBY,EAST KIRKBY,PE23 4BH,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,E53EDD2E-AA6F-83EC-E053-6B04A8C03A59,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-AA6F-83EC-E053-6B04A8C03A59/current
2022-11-04,735000,"UNIT 2A, LANCASTER BUSINESS PARK, SLEAFORD ROAD, EAST KIRKBY, SPILSBY, PE23 4BU",SLEAFORD ROAD,EAST KIRKBY,EAST KIRKBY,PE23 4BU,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,FD226036-921B-4CB7-E053-4804A8C00430,http://landregistry.data.gov.uk/data/ppi/transaction/FD226036-921B-4CB7-E053-4804A8C00430/current
2024-05-23,5585000,"WILLOW COTTAGE, WILLOW WOOD FARM, MAIN ROAD, EAST KIRKBY, SPILSBY, PE23 4BY",MAIN ROAD,EAST KIRKBY,EAST KIRKBY,PE23 4BY,PE23,B,Other,no,freehold,EAST LINDSEY,spilsby_marsh,yes,no,category_B_not_full_market_value; non_residential_type_O,36A61A95-4F95-DEF2-E063-4704A8C046AE,http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-4F95-DEF2-E063-4704A8C046AE/current
2014-03-28,675000,"EDLINGTON HALL, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,A,Detached,no,freehold,EAST LINDSEY,horncastle_wolds,yes,yes,,CBB96587-700D-4083-83EA-CE85B83FBC52,http://landregistry.data.gov.uk/data/ppi/transaction/CBB96587-700D-4083-83EA-CE85B83FBC52/current
2015-03-26,37805019,"COTSWOLD HOUSE, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,B,Other,no,freehold,EAST LINDSEY,horncastle_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,21E5FEB7-7089-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-7089-2439-E050-A8C06205342E/current
2016-12-09,1150000,"MISTLETHWAIGHT HOUSE, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,B,Other,no,freehold,EAST LINDSEY,horncastle_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,453D27A3-E09E-EF91-E050-A8C0630574D7,http://landregistry.data.gov.uk/data/ppi/transaction/453D27A3-E09E-EF91-E050-A8C0630574D7/current
2016-12-09,1150000,"MISTLETHWAIGHT HOUSE, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,B,Other,no,freehold,EAST LINDSEY,horncastle_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O; duplicate_record,453D27A3-E064-EF91-E050-A8C0630574D7,http://landregistry.data.gov.uk/data/ppi/transaction/453D27A3-E064-EF91-E050-A8C0630574D7/current
2025-03-26,1025000,"WOODBECK HOUSE, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,A,Detached,no,freehold,EAST LINDSEY,horncastle_wolds,yes,yes,,3B5CE841-E83C-EE3A-E063-4804A8C0D6F1,http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-E83C-EE3A-E063-4804A8C0D6F1/current
2025-03-28,1431000,"MISTLETHWAITE HOUSE, EDLINGTON, HORNCASTLE, LN9 5RJ",,EDLINGTON,EDLINGTON,LN9 5RJ,LN9,B,Detached,no,freehold,EAST LINDSEY,horncastle_wolds,yes,no,category_B_not_full_market_value,4E75C29E-23E8-8922-E063-4804A8C094D0,http://landregistry.data.gov.uk/data/ppi/transaction/4E75C29E-23E8-8922-E063-4804A8C094D0/current
2016-11-30,750000,"GLEN LODGE, EDLINGTON MOOR, WOODHALL SPA, LN10 6UL",,EDLINGTON MOOR,EDLINGTON MOOR,LN10 6UL,LN10,B,Detached,no,freehold,EAST LINDSEY,woodhall_spa,yes,no,category_B_not_full_market_value,453D27A3-E0D1-EF91-E050-A8C0630574D7,http://landregistry.data.gov.uk/data/ppi/transaction/453D27A3-E0D1-EF91-E050-A8C0630574D7/current
2022-05-24,665000,"ESKHAM FARM, ESKHAM, GRIMSBY, DN36 5UB",,ESKHAM,ESKHAM,DN36 5UB,DN36,B,Other,no,freehold,EAST LINDSEY,north_marsh_out,no,no,category_B_not_full_market_value; non_residential_type_O,EA3278AA-EAAB-2676-E053-6B04A8C015F8,http://landregistry.data.gov.uk/data/ppi/transaction/EA3278AA-EAAB-2676-E053-6B04A8C015F8/current
2025-07-14,735000,"ESKHAM FARM, ESKHAM, GRIMSBY, DN36 5UB",,ESKHAM,ESKHAM,DN36 5UB,DN36,A,Detached,no,freehold,EAST LINDSEY,north_marsh_out,no,yes,,4777E0AE-DC3E-5D59-E063-4804A8C09F8E,http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AE-DC3E-5D59-E063-4804A8C09F8E/current
2017-03-31,1250000,"WINDSOR HOUSE, WINDSOR ROAD, FAIRFIELD INDUSTRIAL ESTATE, LOUTH, LN11 0LF",WINDSOR ROAD,FAIRFIELD INDUSTRIAL ESTATE,FAIRFIELD INDUSTRIAL ESTATE,LN11 0LF,LN11,B,Other,no,freehold,EAST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,50F18103-E113-9FD5-E050-A8C063054923,http://landregistry.data.gov.uk/data/ppi/transaction/50F18103-E113-9FD5-E050-A8C063054923/current
